pid,title,bibliographicCitation,bibliographicCitationRepublished,fullIssueSequenceNumber,creator,dateCreated,description,language,publisher,IsPartOf,rights,source,subject,type,category,articleType,volume,issue,transcription,scholarlyNotes,commentary,relatedPeople,featured,repeated,relatedImage,relatedText,relatedTextIssue,filename,caption,order,layout,collection,thumbnail,manifest,full
unionist--image-0192,"Block printer and tierer or ‘tear girl’ (above, left). Children as young as six worked for twelve hours or more helping block printers. ","Charles Knight’s Pictorial Gallery of Arts Vol. I, (c.1862).",https://suewilkes.blogspot.com/2014/09/calico-print-workers.html,,,1862,"Block printer and tierer or ‘tear girl’ (above, left). Children as young as six worked for twelve hours or more helping block printers.",English,,,Public Domain,"Charles Knight’s Pictorial Gallery of Arts Vol. I, (c.1862).",,image,Image,,,,,,,,,,,unionist--text-0129,1833-09-05 p01.55,,"Block printer and tierer or ‘tear girl’ (above, left). Children as young as six worked for twelve hours or more helping block printers. ",603,items_item,items,"/img/derivatives/iiif/images/unionist--image-0192/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0192/manifest.json,"/img/derivatives/iiif/images/unionist--image-0192/full/1140,/0/default.jpg"
unionist--image-0193,"Earliest known view of the city of Columbus, Ohio",https://www.dispatch.com/story/news/2021/08/09/columbus-grew-major-transportation-routes-arrived-1830-s/5457101001/,Columbus Metropolitan Library,,,1832,"Earliest known view of the city of Columbus, Ohio",English,,,Public Domain,<em>Columbus Dispatch</em> 2021-08-09 ; https://www.dispatch.com/story/news/2021/08/09/columbus-grew-major-transportation-routes-arrived-1830-s/5457101001/,,image,Image,,,,,,,,,,,unionist--text-0130,1833-09-05 p01.56,,"Earliest known view of the city of Columbus, Ohio",604,items_item,items,"/img/derivatives/iiif/images/unionist--image-0193/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0193/manifest.json,"/img/derivatives/iiif/images/unionist--image-0193/full/1140,/0/default.jpg"
unionist--image-0194,Panorama de Constantinople pris de la tour de Calata (Panorama of Constantinople from the tower of Galata),"Sébah & Joaillier, <em>Panorama de Constantinople pris de la tour de Calata</em>, 1878.",http://hdl.handle.net/10020/96r14ref9222_qui,,Sébah & Joaillier,1878,photograph of Constantinople in 1878,French,,,Public Domain,http://hdl.handle.net/10020/96r14ref9222_qui,,image,Image,,,,,,,,,,,unionist--text-0132,1833-09-05 p01.58,,"Panorama de Constantinople pris de la tour de Calata (Panorama of Constantinople from the tower of Galata). This image comes from the incredible cache of digitized photographs from the late Ottoman Empire, the Pierre de Gigord collection of photographs of the Ottoman Empire and the Republic of Turkey. <a href=""http://hdl.handle.net/10020/cat359924"">Series IV. Panoramas</a>, held by the Getty Museum.",605,items_item,items,"/img/derivatives/iiif/images/unionist--image-0194/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0194/manifest.json,"/img/derivatives/iiif/images/unionist--image-0194/full/1140,/0/default.jpg"
unionist--image-0195,A Pile of Junk Mail,"By Dvortygirl - Own work, https://commons.wikimedia.org/w/index.php?curid=17556883",,,Dvortygirl,2009,A pile of junk mail,English,,,CC BY-SA 3.0,https://commons.wikimedia.org/w/index.php?curid=17556883,,image,Image,,,,,,,,,,,unionist--text-0135,1833-09-05 p01.61,,"A pile of 21st century junk mail, which ""aint worth paying for.”",606,items_item,items,"/img/derivatives/iiif/images/unionist--image-0195/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0195/manifest.json,"/img/derivatives/iiif/images/unionist--image-0195/full/1140,/0/default.jpg"
unionist--image-0196,David Daggett (1764-1851),https://commons.wikimedia.org/w/index.php?curid=3964014,"Library of Congress, http://bioguide.congress.gov/scripts/guidedisplay.pl?index=D000002",,,ca. 1845,David Daggett,English,,,Public Domain,https://commons.wikimedia.org/w/index.php?curid=3964014,,image,Image,,,,,,,,,,,unionist--text-0141,,,"David Daggett (1764-1851), Judge in the Second and Third Trials of Prudence Crandall under the Black Law. Co-founder of the Yale Law School, and a noted supporter of Colonizationism",607,items_item,items,"/img/derivatives/iiif/images/unionist--image-0196/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0196/manifest.json,"/img/derivatives/iiif/images/unionist--image-0196/full/1140,/0/default.jpg"
unionist--image-0197,Crayon drawing of William Jay,"https://en.wikipedia.org/wiki/William_Jay_%28jurist%29#/media/File:William_Jay,_crayon_portrait_by_Martin.png","Bayard Tuckerman, <em>William Jay, and the constitutional movement for the abolition of slavery</em> (New York: Dodd, Mead and Company, 1894), frontispiece",,,1894,Crayon drawing of William Jay,English,,,Public Domain,"https://en.wikipedia.org/wiki/William_Jay_%28jurist%29#/media/File:William_Jay,_crayon_portrait_by_Martin.png",,image,Image,,,,,,,,,,,unionist--text-0142; unionist--text-0144; unionist--text-0408,,,"William Jay (1789-1858) was a noted legal thinker, the son of the first Chief Justice of the United States Supreme Court, John Jay. His letter to Samuel J. May concerning the constitutional questions of Black citizenship presaged his important 1835 treatise, <a href=""https://books.google.com/books?id=f2k3pzgpYxsC"">An Inquiry into the Character and Tendency of the American Colonization and American Anti-Slavery Societies</a>",608,items_item,items,"/img/derivatives/iiif/images/unionist--image-0197/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0197/manifest.json,"/img/derivatives/iiif/images/unionist--image-0197/full/1140,/0/default.jpg"
unionist--image-0202,Portrait of William Jay,https://en.wikipedia.org/wiki/William_Jay_%28jurist%29#/media/File:William_Jay_by_Wenzler.jpg,"Bayard Tuckerman, <em>William Jay, and the constitutional movement for the abolition of slavery</em> (New York: Dodd, Mead and Company, 1894), p. 134",,,1840-1850,Portrait of William Jay,English,,,Public Domain,https://en.wikipedia.org/wiki/William_Jay_%28jurist%29#/media/File:William_Jay_by_Wenzler.jpg,,image,Image,,,,,,,,,,,unionist--text-0143,,,"William Jay (1789-1858) was a noted legal thinker, the son of the first Chief Justice of the United States Supreme Court, John Jay. His letter to Samuel J. May concerning the constitutional questions of Black citizenship presaged his important 1835 treatise, <em?><a href=""https://books.google.com/books?id=f2k3pzgpYxsC"">An Inquiry into the Character and Tendency of the American Colonization and American Anti-Slavery Societies</a>",609,items_item,items,"/img/derivatives/iiif/images/unionist--image-0202/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0202/manifest.json,"/img/derivatives/iiif/images/unionist--image-0202/full/1140,/0/default.jpg"
unionist--text-0062,"<em>The Sin of Slavery, and its Remedy</em> ",<em>The Unionist</em> 1833-08-08,"Elizur Wright, <em>The Sin of Slavery, and Its Remedy, containing some reflections on the moral influence of the American Colonization,""</em> (New York: Published for the Author, 1832), 3-4.",1833-08-08 p04.48,Elizur Wright,1833-08-08,Extract from an Abolitionist pamphlet by Elizur Wright,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,"<em>The Sin of Slavery, and its Remedy, containing some reflections on the moral influence of the American Colonization,""</em> New York: Published for the Author, 1832",Abolition,Text,Unionist content,,1,2,"<p> (We extract the following from Professor Wright’s pamphlet, entitled “The Sin of Slavery, and its Remedy.) </p> <p> The American revolution was incomplete. It left one sixth part of the population the victims of a servitude immeasurably more debasing, than that from which it delivered the rest. While this nation held up its declaration of independence—its noble bill of human rights, before an admiring world, in one hand; it mortified the friends of humanity, by oppressing the poor and defenceless with the other. The progress of time has not lessened the evil. There are now held in involuntary and perpetual slavery, in the southern half of this republic, more than 2,000,000 of men, women, and children, guarded with a vigilance, which strives, and with success appalling as it is complete, to shut out every ray of knowledge, human and divine, and reduce them as nearly as possible to a level with the brutes. These miserable slaves are not only compelled to labor without choice and without hire, but they are subjected to the cruelty and lust of their masters to an unbounded extent. In the northern states there is very generally a sympathy with the slave-holders, and a prejudice against the slaves, which shows itself in palliating the crime of slave-holding, and in most unrighteously disregarding the rights, and vilifying the characters of the free colored men. </p> <p> At the same time, slavery, as a system, is (in a certain sense) condemned. It is confessed to be a great evil, “a moral evil,” and, when the point is urged, <em>a sin.</em> The slaves, it is admitted, have rights—every principle of honesty, justice, and humanity, <em>“in the abstract,”</em> calls aloud that they should be made free. The word of God is in their favour. Indeed, there is no ground claimed by the abettors of slavery, on which they pretend to justify it for a moment, but a supposed—a begged— <em>expediency,</em> baseless as the driven clouds. I say baseless, for while not a single fact has ever been produced, going to show the danger of putting the slaves, all at once, under the protection of law, and employing them as free laborers, there have been produced, on the other side, varied and fair experiments showing, that it is altogether safe and profitable. </p> <p> In this state of things where had the American church stood? Has she too sympathized with the hearts of the Pharaohs? Or has she in the spirit of the martyrs of former times, borne an unflinching testimony against this sin? Alas! The painful truth stares us in the face. She has come down from the high and firm foundation of scripture truth, and is professedly at work upon a floating <em>expediency,</em> doing against slavery what can be done upon the checked current of popular prejudice.—Speaking through the organ of the Colonization Society, she has admitted all that the most determined slave-holder could ask, and she is doing just that, and no more, which so far as he understands the subject, he hails with pleasure as a safeguard to is property in human bodies and <em>souls.</em> This is the testimony of slave-holders themselves—most competent witnesses. </p> <p> Is further evidence needed? When the American Colonization Society, as a remedy for slavery, has been called in question, as well it might be for its tardiness, if for no other reason, there has been manifested a determination to hush inquiry. There has been a most pusillanimous shivering and shrinking from the probe. Nay, the few men who, in the uncompromising spirit of Christian benevolence, have urged this inquiry, have been slandered as disturbers of the public peace,—have been assailed with abusive epithets, not be slave-holders only, but by their brethren in the bosom of the church. </p> <p> A most singular spectacle is presented in this enlightened and Christian age; a handful of philanthropists, dare denounce a system of legalized oppression, and to charge guilt upon all who uphold it; upon this, not only do the principals in crime, as might be expected, ascribe the whole to sheer malice, but the leaders of the Christian church, as ought not to be expected, endorse, and give currency to the charge, and throw the whole weight of their cold and crushing influence to smother in its cradle this attempt at a gospel reformation. </p> <p> What does all this mean? Are Christians in these northern states interested in upholding slavery? Are they unwilling to be convinced that their colored brethren are better than the slanders of their oppressors would make them? Are they sure, beyond a doubt, that the colonization scheme will relieve our country of the mighty evil which is crushing it? that it is the <em>Christian</em> way to relieve it? Are they on good evidence convinced that it is not <em>expedient</em> to say to the wicked, “O wicked man, thou shalt surely die?” Must they have PEACE at any rate—peace, though the groans of millions should ascend and mingle with the muttering thunders of coming wrath? Will they have it, that if a word is said against a mere experiment to test the practicability of rescuing the victim by flattering the oppressor, the whole cause of Christian benevolence is attacked? If not, why not welcome inquiry? A thorough investigation—a looking on <em>both sides,</em> would surely do no harm. Those defenders of truth who have shunned such inquiry, have always proved themselves short-sighted. The cause of God courts scrutiny—its advocates are thrown into no unseemly agitation when they are most rigorously sifted. </p> <p> The subject cries aloud for more earnest consideration than it has yet received. More than two millions of outraged, downtrodden men cry out, shall we die in this sore bondage that white Christians may have the pleasure of attempting to shun God’s wrath without repenting of sin?—Half a million of free colored men cry out—America is our country—the land for which <em>our</em> fathers bled as well as yours. Why will you seek to banish us? The wrongs of the poor Indian cry aloud, There is no safety in league with transgressors! The present political aspect of the South cries out, that tyrants do not regard law! Six hundred millions of idolaters cry out to the American church, “Why pluckest thou the mote out of thy brother’s eye, and behold a beam is in thine own!” </p> ",,"It is meaningful that this important work was in the hands of the students at the Canterbury Female Academy. Elizur Wright's pamphlet announces the transformative vision of the Abolitionist movement from its stirring first sentence: ""The American revolution was incomplete.""",Elizur Wright,,,unionist--image-0002,,,,,61,items_item,items,,,
unionist--image-0198,Title Page of William Jay's <em>War and Peace</em>,"William Jay, <em>War and peace: the evils of the first and a plan for preserving the last</em>, 1919 reprint of 1842 original. ",https://archive.org/details/warpeaceevilsoff00jaywiala/page/n5/mode/2up,,William Jay,1842,Title Page of William Jay's <em>War and Peace</em>,English,,,Public Domain,https://archive.org/details/warpeaceevilsoff00jaywiala/page/n5/mode/2up,,image,Image,,,,,,,,,,,unionist--text-0145,,,"Like many Abolitionists, William Jay was also a capable advocate of Peace principles, and was president of the American Peace Society for some years. This 1842 work was quite influential. Its republication in 1919 by Oxford University Press is indicative of the resurgence of pacifism after the outrageously profligate loss of life in World War I.",610,items_item,items,"/img/derivatives/iiif/images/unionist--image-0198/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0198/manifest.json,"/img/derivatives/iiif/images/unionist--image-0198/full/1140,/0/default.jpg"
unionist--image-0199,"Portrait of William Lloyd Garrison, by African-American artist Robert Douglass, Jr.",https://www.theliberatorfiles.com/,Historical Society of Pennsylvania,,"Robert Douglass, Jr.",1835,"Portrait of William Lloyd Garrison, by African-American artist Robert Douglass, Jr., from 1835",English,,,Public Domain,https://www.theliberatorfiles.com/,,image,Image,,,,,,,,,,,unionist--text-0146,,,"Portrait of the young William Lloyd Garrison, by African-American artist Robert Douglass, Jr., in 1835.",611,items_item,items,"/img/derivatives/iiif/images/unionist--image-0199/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0199/manifest.json,"/img/derivatives/iiif/images/unionist--image-0199/full/1140,/0/default.jpg"
unionist--image-0200,Photographic portrait of Amos Beman (1812-1872),https://commons.wikimedia.org/w/index.php?curid=32346965,"http://beinecke.library.yale.edu/collections/highlights/amos-beman-scrapbooks Amos Beman Scrapbooks I-IV. James Weldon Johnson Collection in the American Literature Collection, Beinecke Rare Book and Manuscript Library, Yale University, Public Domain, https://commons.wikimedia.org/w/index.php?curid=32346965",,,ca. 1845,Photographic portrait of Amos Beman (1812-1872),English,,,Public Domain,https://commons.wikimedia.org/w/index.php?curid=32346965,,image,Image,,,,,,,,,,,unionist--text-0147,,,"Photographic portrait of Amos Beman (1812-1872). His father, Jeheil Beman, was an endorser of the Canterbury Female Academy",612,items_item,items,"/img/derivatives/iiif/images/unionist--image-0200/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0200/manifest.json,"/img/derivatives/iiif/images/unionist--image-0200/full/1140,/0/default.jpg"
unionist--image-0201,"Enameled container and lid with anti-slavery slogan: ""May the Enemies of Liberty, Feel the Evils of Slavery""",https://collections.si.edu/search/record/ark:/65665/fd5c9c8c487349c439da88eb4093c00eacd,Collection of the Smithsonian National Museum of African American History and Culture; Object number 2011.155.286ab,,,1775-1791,"Enameled container and lid with anti-slavery slogan: ""May the Enemies of Liberty, Feel the Evils of Slavery""",English,,,unsure; can ask,https://collections.si.edu/search/record/ark:/65665/fd5c9c8c487349c439da88eb4093c00eacd,,image,Image,,,,,,,,,,,unionist--text-0148,,,"Enameled container and lid with anti-slavery slogan: ""May the Enemies of Liberty, Feel the Evils of Slavery."" This dates from the era of the American Revolution. ",613,items_item,items,"/img/derivatives/iiif/images/unionist--image-0201/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0201/manifest.json,"/img/derivatives/iiif/images/unionist--image-0201/full/1140,/0/default.jpg"
unionist--image-0203,American Anti-Slavery Society Broadside against Slavery in the District of Columbia,"https://tile.loc.gov/storage-services/master/pnp/ppmsca/19700/19705u.tif, Public Domain, https://commons.wikimedia.org/w/index.php?curid=105221631",,,American Anti-Slavery Society,1836,American Anti-Slavery Society Broadside against Slavery in the District of Columbia,English,,,Public Domain ,"https://tile.loc.gov/storage-services/master/pnp/ppmsca/19700/19705u.tif, Public Domain, https://commons.wikimedia.org/w/index.php?curid=105221631",,image,Image,,,,,,,,,,,unionist--text-0149,,,American Anti-Slavery Society Broadside against Slavery in the District of Columbia. Calling for the end of slavery in the District of Columbia - which was constitutionally in the hands of Congress - was a constant ongoing campaign of the Abolitionists.,614,items_item,items,"/img/derivatives/iiif/images/unionist--image-0203/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0203/manifest.json,"/img/derivatives/iiif/images/unionist--image-0203/full/1140,/0/default.jpg"
unionist--image-0204,Grave of Rufus Adams (1774-1840),https://www.findagrave.com/memorial/19017449/rufus-adams,,,Carolyn Rockel,2007,Grave of Rufus Adams (1774-1840),English,,,unsure; can ask,https://www.findagrave.com/memorial/19017449/rufus-adams,,image,Image,,,,,,,,,,,unionist--text-0151,,,Rufus Adams (1774-1840) was part of the Canterbury white male cabal opposed to the second incarnation of the Canterbury Female Academy. He often served in a legal capacity in the enforcement of the Black Law.,615,items_item,items,"/img/derivatives/iiif/images/unionist--image-0204/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0204/manifest.json,"/img/derivatives/iiif/images/unionist--image-0204/full/1140,/0/default.jpg"
unionist--image-0205,Seal of the United States Department of War,"By United States Army - US Army Institute of Heraldry, Public Domain, https://commons.wikimedia.org/w/index.php?curid=9481092",,,United States Department of War,,Seal of the United States Department of War,English,,,Public Domain,"By United States Army - US Army Institute of Heraldry, Public Domain, https://commons.wikimedia.org/w/index.php?curid=9481092",,image,Image,,,,,,,,,,,unionist--text-0160,1833-12-19 p.02.06,,"Seal of the United States Department of War; this department is now defunct, but the seal has been modified for use in the Army.",616,items_item,items,"/img/derivatives/iiif/images/unionist--image-0205/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0205/manifest.json,"/img/derivatives/iiif/images/unionist--image-0205/full/1140,/0/default.jpg"
unionist--image-0206,Setting of Isaiah 58:6 against a nature scene background,https://www.scripture-images.com/bible-verse/kjv/isaiah-58-6-kjv.php,,,https://www.scripture-images.com/,2023,Setting of Isaiah 58:6 against a nature scene background,English,,,Public Domain,https://www.scripture-images.com/bible-verse/kjv/isaiah-58-6-kjv.php,,image,Image,,,,,,,,,,,unionist--text-0161,1833-12-19 p.02.07,,A setting of Isaiah 58:6 against a public domain nature photograph,617,items_item,items,"/img/derivatives/iiif/images/unionist--image-0206/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0206/manifest.json,"/img/derivatives/iiif/images/unionist--image-0206/full/1140,/0/default.jpg"
unionist--image-0207,The Drunkard's Progress: from the first glass to the grave,"Nathaniel Currier, <em>The Drunkard's Progress</em>, Lithograph, held by The Library of Congress, 1846. https://commons.wikimedia.org/w/index.php?curid=4174669",,,Nathaniel Currier,1846,The Drunkard's Progress: from the first glass to the grave,English,,,Public Domain,"Nathaniel Currier, <em>The Drunkard's Progress</em>, Lithograph, held by The Library of Congress, 1846. https://commons.wikimedia.org/w/index.php?curid=4174669",,image,Image,,,,,,,,,,,unionist--text-0163,1833-12-19 p.02.09,,By Nathaniel Currier - The Drunkard's Progress,618,items_item,items,"/img/derivatives/iiif/images/unionist--image-0207/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0207/manifest.json,"/img/derivatives/iiif/images/unionist--image-0207/full/1140,/0/default.jpg"
unionist--image-0208,William Burleigh,"Clarence Winthrop Bowen, <em>The History of Woodstock Connecticut</em> (Norwood, Massachusetts: The Plimpton Press, 1926). 377.",,,,ca. 1850,Daguerretype of William H. Burleigh ,English,,,Public Domain,"Clarence Winthrop Bowen, <em>The History of Woodstock Connecticut</em> (Norwood, Massachusetts: The Plimpton Press, 1926). 377.",,image,Image,,,,,,,,,,,unionist--text-0162,1833-12-19 p.02.08,,"Daguerretype of William H. Burleigh (1774-1863), co-editor of <em>The Unionist</em> and Prudence Crandall's co-teacher (along with his sister Mary)",619,items_item,items,"/img/derivatives/iiif/images/unionist--image-0208/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0208/manifest.json,"/img/derivatives/iiif/images/unionist--image-0208/full/1140,/0/default.jpg"
unionist--text-0063,Rivers,<em>The Unionist</em> 1833-08-08,"<em>We, the People</em>",1833-08-08 p04.49,,1833-08-08,Nature writing,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,"We, the People",Nature,Text,Unionist content,,1,2,"<p> RIVERS.—There is a wonderous beauty, a mysterious charm, in flowing waters.—Seldom does painter, poet, or novelist, attempt to sketch a scene of surpassing loveliness, but a “smooth stream,” a “murmuring rivulet,” or a “tumbling cascade,” forms a prominent feature in the glowing landscape. Their fair images of human perfection, must chaunt their joys to “babbling brooks”—must sigh out their griefs to an accompaniment of aquatic melody, and “mingle their tears with the torrents as they fall.” </p> <p> Nor do rivers appear by any means contemptible in the pages of the historian. Who has not heard the fame of the Nile, that source of Egypt, prosperity, and that proverbial emblem of a truly benevolent man? As signs the poet, </p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Bounteous as the Nile’s dark waters, </p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Undiscovered as their spring.” </p> <p> And who has not read of the Jordan, which beheld the course and fled backward at the approach of Jehovah’s chosen tribes? Of the Granicus, where the world’s conqueror first met and scattered the countless hosts of Persia? Of the cold Cydnus, which had well nigh checked the rash victor’s headlong career? Of the sacred Ganges, whose waters cleanse from moral pollution? Of the yellow Tiber, that laves the walls of the Eternal City? Of the Rubicon, where the aspiring Roman decided between his ambition and the better feelings of his heart, and threw the torch of civil war among the combustible materials of the old world’s proudest empire? </p> <p> The traveler who visits lands renowned in ancient story, finds nothing in the relics of their former grandeur, better fitted to impress the mind with that sensation of pleasing sadness which memorials of other days call up, than the broad streams, {unreadable due to a fold} reflected tower, palace, and temple, glittering in the sunbeams, and whose shores echoed to the ceaseless hum of a crowded city’s busy population, where now, solitude, desolation, and silence, reign amid the fallen arches, the broken columns, and the mouldering ruins of structures which the vain architect of former days reared in ponderous and massy strength, as if defying the destroyer Time. How forcibly is he impressed with the vanity of human greatness, as he surveys the quiet stream, rolling on its channel, heedless of the desolation around, unchanged by the mighty revolutions that have swept from the face of day, cities, states, and empires—regardless alike of chieftains, kings, and conquerors, who once dyed its waves with the purple tide of slaughter, or received on its banks the homage of conquered millions, and of the slaves who basely bowed the knee in servile adoration, to the mortal god. The noble Tigris still holds its onward course, unaltered since the haughty walls of Nineveh overhung its banks, and her six score thousand inhabitants who knew not the right hand from the left, listened to the prophet of the Lord warning them of speedy destruction. The famed Euphrates ceases not to flow, though the “queen of cities” is a desert waste, and long ages have elapsed since Chaldea heard the voice of wailing and the loud lament, “Babylon is fallen, is fallen.” Xanthus and Scamander still water the plains of Asia Minor, though the towers of Priam have crumbled into dust, and the bright glory of Ilium has vanished like a vision of the night. </p> <p> And when the grave in its silence and its gloom shall have closed over all of life and activity the earth now contains; when the grand and beautiful works of art which we behold, shall be as the magnificence of Babylon or of Troy; when we shall have taken up our abode in the cold chambers of darkness, “and the places that now know us shall know us no more;” when our names shall fall on the listener’s ear like the faint echo of a distant voice, or the dim recollections of a half forgotten dream; when the finger of decay shall have erased the records of our achievements, and our deeds shall be remembered as the traditionary legends of antiquity; when the generations that succeed us shall have faded from the earth like the passing shadow of a thin and fleecy cloud; the lovely streams by which we delight to rove, will still wind through the vallies [sic], diffusing verdure and fertility in their path; the cataract will still leap “in thunder and in foam,” from the rocky brow of the precipice, sending up its sparkling spray to glitter in the dazzling sun-light, and to crown its front with a halo of varying and respondent hues; the calm and stately current of the might river will still sweep on in majesty to the ocean, shaded perhaps by the thick boughs of the giant oak or gloomy pine, and fringed with shrubs and blooming wild flowers, where <em>we</em> behold reflected in its pellucid mirror, the spire of the village church, and the thickly crowded habitations of men; and where now it visits but the forest haunts of roving savages and beasts of prey, or glides through glens untrod by human footsteps, and undisturbed by voice or sound, save the ripple of the waters below &amp; the rustle of leaf and branch above, shall then be seen the snow-white sail wafting along its tranquil tide the rich product of agricultural industry and commercial enterprise. </p> <p> A new race shall have risen to possess the heritage of their fathers, to walk among the ruins of our splendid edifices, to gaze on the streams that we admire, and while they gaze, to muse as we do now, and as hundreds before us have done, on the fleeting evanescence of earthly fame, and the shadowy illusiveness of human grandeur. </p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “So passes this world’s glory.” </p> <p> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <em>We, the People.</em> </p> ",,"This newspaper, <em>We, the People</em> is one for which Charles C. Burleigh briefly worked. They would prove to be a strong ally to the cause, as can be seen here in the accompanying story from their October issue.",,,,unionist--image-0143,,,,,62,items_item,items,,,
unionist--image-0209,African-American young woman studying,"By African American Photographs Assembled for 1900 Paris Exposition - Library of CongressCatalog: http://lccn.loc.gov/99472366Image download: http://lcweb2.loc.gov/master/pnp/cph/3b10000/3b11000/3b11100/3b11189u.tifOriginal url: http://hdl.loc.gov/loc.pnp/cph.3b11189, Public Domain, https://commons.wikimedia.org/w/index.php?curid=32262226",,,,1900,A young African-American woman studying.,English,,,Public Domain,"By African American Photographs Assembled for 1900 Paris Exposition - Library of CongressCatalog: http://lccn.loc.gov/99472366Image download: http://lcweb2.loc.gov/master/pnp/cph/3b10000/3b11000/3b11100/3b11189u.tifOriginal url: http://hdl.loc.gov/loc.pnp/cph.3b11189, Public Domain, https://commons.wikimedia.org/w/index.php?curid=32262226",,image,Image,,,,,,,,,,,unionist--text-0164,1833-12-19 p.02.10,,A young African-American woman studying. This photograph was part of a collection curated by W.E.B. DuBois for the 1900 Paris Exposition.,620,items_item,items,"/img/derivatives/iiif/images/unionist--image-0209/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0209/manifest.json,"/img/derivatives/iiif/images/unionist--image-0209/full/1140,/0/default.jpg"
unionist--image-0210,Institute for Somehow Managing to Hold It All Together,https://www.theonion.com/everything-falling-apart-reports-institute-for-somehow-1819569822,,,The Onion,2008,The overly busy and cramped sign of the fictional Institute for Somehow Managing to Hold It All Together,English,,,Shareable Social Media,https://www.theonion.com/everything-falling-apart-reports-institute-for-somehow-1819569822,,image,Image,,,,,,,,,,,unionist--text-0167; unionist--text-0310,1833-12-19 p.02.13; 1834-04-10 p.02.10,,"America's Finest 21st Century News Source, the satirical Onion News Network, featured this picture in their May 14, 2008 story ""Everything Falling Apart, Reports Institute For Somehow Managing To Hold It All Together.""",621,items_item,items,"/img/derivatives/iiif/images/unionist--image-0210/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0210/manifest.json,"/img/derivatives/iiif/images/unionist--image-0210/full/1140,/0/default.jpg"
unionist--image-0211,Anti-Masonic Almanac for the Year 1833,"Edward Giddins, <em>Anti Masonic Almanac for the Year 1833</em> (Utica: William Williams, 1832)",,,Edward Giddins,1832,Anti-Masonic Almanac for the Year 1833,English,,,Public Domain,"Edward Giddins, <em>Anti Masonic Almanac for the Year 1833</em> (Utica: William Williams, 1832)",,image,Image,,,,,,,,,,,unionist--text-0168,1833-12-19 p.02.14,,"Edward Giddins, <em>Anti Masonic Almanac for the Year 1833</em>. Both Charles and William Burleigh were staunchly Anti-Masonic.",622,items_item,items,"/img/derivatives/iiif/images/unionist--image-0211/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0211/manifest.json,"/img/derivatives/iiif/images/unionist--image-0211/full/1140,/0/default.jpg"
unionist--image-0212,Lock to Garrison's 1835 Prison in Boston,https://www.theliberatorfiles.com/liberator-photo-gallery/,(Photo Courtesy of the Trustees of the Boston Public Library/Rare Books),,,1835,"Lock to Garrison's 1835 Prison in Boston, for protection against the mob that intended to harm him. Charles Burleigh was with him during much of this frightening incident",English,,,Boston Public Library,https://www.theliberatorfiles.com/liberator-photo-gallery/,,image,Image,,,,,,,,,,,unionist--text-0170,1833-12-19 p.02.16,,"Lock to Garrison's 1835 Prison in Boston, for protection against the mob that intended to harm him. Charles Burleigh was with him during much of this frightening incident",623,items_item,items,"/img/derivatives/iiif/images/unionist--image-0212/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0212/manifest.json,"/img/derivatives/iiif/images/unionist--image-0212/full/1140,/0/default.jpg"
